Gene	JXQ-3D-1279R1	JXQ-3D-1279R2	JXQ-3D-1279R3	JXQ-3D-1279R4	JXQ-3D-1279R5	JXQ-3D-1279R6	JXQ-3D-1279R7	JXQ-3D-1279R8	JXQ-3D-1279R9	JXQ-3D-1405R1	JXQ-3D-1405R2	JXQ-3D-1405R3	JXQ-3D-1405R4	JXQ-3D-1436R1	JXQ-3D-1436R2	JXQ-3D-1436R3	JXQ-3D-1436R4	JXQ-3D-1436R5	JXQ-3D-1436R6	JXQ-3D-4160R1	JXQ-3D-4160R2	JXQ-3D-4160R3	JXQ-3D-4256R1	JXQ-3D-4256R2	JXQ-3D-4256R3	JXQ-3D-668R1	JXQ-3D-668R2	JXQ-3D-668R3	JXQ-3D-668R4	JXQ-3D-902R1	JXQ-3D-902R2	JXQ-3D-902R3	JXQ-3D-902R4	JXQ-3D-902R5	JXQ-3D-902R6	JXQ-3D-902R7	JXQ-3D-902R8	JXQ-3D-902R9
TMEM52B	-6.6439	-6.6439	-6.6439	-3.3931	-4.3251	-6.6439	-5.3228	-6.6439	-6.6439	-1.1083	0.263	-0.2754	1.2439	-6.6439	-5.2367	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	5.2103	5.0659	5.2999	-6.6439	-6.6439	-6.6439	-3.2566	-0.5435	-0.4368	-3.4544	-4.4216	-3.4236	-6.6439	-3.845	-0.0323	0.618
CSF3	-1.7592	-3.9946	-3.9904	-1.8429	-6.6439	-6.6439	1.7411	-4.6995	-6.6439	-2.9509	0.0815	-2.6419	-6.6439	-6.6439	-6.6439	-4.8255	-4.0731	-2.3232	-3.9159	-4.8026	-6.6439	-3.2836	-4.8897	-4.6996	-6.6439	-3.3336	3.2589	-6.6439	-6.6439	2.5481	3.1793	0.5312	3.6274	0.5908	3.4297	4.2038	0.164	3.9922
ZNF883	2.4042	2.5091	2.758	3.2805	2.2905	3.5408	2.3267	1.8933	2.1778	-0.6053	-3.2792	0.9852	-0.2254	2.0409	3.0311	2.8764	2.954	2.7595	2.7439	-5.098	-6.6439	-6.6439	0.0094	1.1312	-0.6362	-4.9615	-3.7293	-6.6439	-6.6439	-4.3033	-3.4022	-6.6439	-3.2283	-4.3507	-4.297	-4.788	-6.6439	-3.0791
MUC16	-2.6751	-6.0285	-6.243	-5.3428	1.3902	-6.4845	-4.6595	3.1185	-6.0108	1.035	2.3741	3.9991	1.8294	-6.6439	-5.338	-6.6439	-6.6439	-6.6439	-6.6439	2.0359	-0.2995	2.6108	-1.3279	-3.1547	-4.2259	-6.4804	-6.2699	-6.6439	2.4787	-6.6439	-6.2417	-6.5019	-6.4846	-6.3667	-6.2293	-6.6439	-5.1625	-6.0875
NUDT11	3.1214	2.7739	2.6834	2.9195	-0.7489	3.8261	2.7496	-1.326	3.3709	-6.6439	-6.6439	-3.9341	-5.071	3.1349	2.9525	2.2913	2.7482	2.6811	3.4109	-6.6439	-6.6439	-6.6439	1.4826	0.9352	2.4225	2.115	3.198	0.5493	-0.5758	-2.5442	-5.2217	-0.5738	-6.6439	1.3379	1.5317	1.5085	-4.2943	-2.2961
SHH	-3.3611	-6.6439	-6.6439	-3.8303	-5.3737	-6.6439	-6.6439	-4.5749	-3.8108	2.2995	3.6302	2.8105	2.012	-0.5068	1.509	1.4421	-1.4883	3.0845	0.6524	-0.595	-1.9099	-0.1003	-3.9828	-6.6439	-6.6439	-6.6439	-4.5426	-6.6439	-6.6439	0.7763	0.2368	-3.889	0.4047	-1.4033	3.6777	4.4171	1.9236	1.7354
GABRA3	3.2687	3.4428	3.6004	2.6567	-3.2396	-6.6439	3.6442	-1.9258	-5.1932	1.3188	2.6522	1.9708	1.4837	-1.8956	-1.7796	-2.3041	-0.3758	-0.7071	-1.3442	-6.6439	-6.6439	-6.6439	3.1378	2.9096	3.432	-4.3884	-1.4587	-2.1409	-0.2127	-3.0251	-4.9804	-6.6439	-5.1401	-6.6439	-6.6439	-6.6439	-5.178	-1.3953
NUPR1	-6.6439	-3.1554	-3.1509	-6.6439	-6.6439	-3.9188	-3.2983	-6.6439	-6.6439	-6.6439	-1.0139	4.4551	-3.1358	-3.9547	-6.6439	-4.0835	-0.3653	-3.9984	-3.954	4.7116	-1.063	1.9867	1.3582	-2.5091	0.2957	1.2114	3.1962	1.9463	-6.6439	-0.5162	5.2177	-6.6439	0.0273	-1.6652	1.0628	2.4889	2.4162	0.4504
SLC16A6	4.1568	2.7364	6.1089	2.6757	-2.124	2.6433	3.9651	0.5477	3.5306	-6.6439	-5.3817	-6.6439	-6.6439	0.9411	1.0058	0.5696	2.5381	1.2944	-0.3996	-6.6439	-5.5059	-6.6439	0.5495	1.7064	3.2017	-0.6409	2.6106	1.1563	-2.1189	-0.3136	-3.3733	-6.6439	-1.5856	-3.1879	-4.415	-3.3322	-3.1143	-2.8331
TFF2	-6.6439	-6.6439	-6.6439	-3.6951	-3.7771	-3.6014	-6.6439	-3.6217	-6.6439	6.3323	5.2328	4.6785	-0.8745	-2.1786	-6.6439	-1.3617	-2.3559	-6.6439	-6.6439	-6.6439	-6.6439	-3.8794	-6.6439	-6.6439	-6.6439	-2.6556	-3.5846	-2.8227	0.3553	0.5989	1.289	-6.6439	-2.6931	-6.6439	-6.6439	-0.3697	-1.4856	1.6697
CHDH	-4.0707	-4.5925	-5.4661	-4.8102	-1.3428	-6.6439	-4.941	0.0128	-6.6439	3.2058	2.0434	3.3266	3.1314	2.1182	2.5309	2.4438	1.4028	1.5368	1.621	1.9855	0.0136	1.645	1.8902	2.4754	1.7435	-3.3943	-6.6439	-6.6439	-3.9003	-6.6439	-5.2493	-5.4916	-5.3932	-5.4725	-2.4696	-5.2208	-5.4271	-4.7248
CYP4F11	4.0038	4.5716	2.7292	3.7589	5.8003	1.8592	3.8989	5.2002	2.4288	3.3594	3.823	3.1637	2.7827	-3.3535	-2.1382	-6.6439	-0.7638	-3.4	-2.547	3.7524	0.7316	-1.9922	-6.6439	-6.6439	-6.6439	-2.6009	-2.9191	-6.6439	3.1083	0.3043	2.1324	-0.3757	0.4729	-3.2422	0.7284	0.8106	2.2572	0.8553
TC2N	-0.9914	-6.6439	-5.1771	-6.6439	4.24	-3.2311	-2.021	3.9504	-5.1481	4.6982	4.9513	4.5166	4.1874	-0.2937	0.1772	0.6569	-2.3262	1.7807	1.2634	4.072	4.0892	3.0761	2.0189	3.4988	2.3864	-4.6535	-4.6681	-3.6433	3.584	0.1663	0.1994	-4.2457	-0.8757	-6.6439	-2.1204	-0.9349	3.6595	2.2979
AADAT	1.4434	1.5879	0.1499	1.5241	-0.1104	1.4175	0.45	0.0224	1.8376	-6.6439	-4.921	-2.8756	-5.0742	3.5788	3.0364	2.8576	3.3289	2.3577	2.8864	0.6045	1.3383	0.3653	0.39	0.0517	0.1643	0.9104	1.1928	0.5729	1.9041	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.0391	-6.6439
DPPA3	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.1434	-6.6439	-4.1097	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	6.8109	7.7663	6.0457	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
ST8SIA6-AS1	-2.5169	-6.6439	-6.6439	-3.3912	-6.6439	-4.1599	-6.6439	-6.6439	-4.2289	3.0539	2.0115	2.4666	0.0419	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.248	-6.6439	3.9639	3.8956	4.055	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.2858
STK32B	-3.3903	-3.603	-3.5986	-4.2051	-6.6439	-2.9539	-4.3544	-6.6439	-5.3235	-5.0768	-6.6439	-5.1765	-5.3407	3.4165	4.0676	3.3468	4.4962	4.0064	3.2531	-6.6439	-6.6439	-6.6439	-6.6439	-0.9718	0.0265	-6.6439	-1.4584	-6.6439	-6.6439	-4.6441	-5.6906	-6.6439	-6.6439	-6.6439	-5.3173	-4.9411	-5.3091	-6.6439
GJB5	-1.5895	-6.6439	-6.6439	-6.6439	3.6597	-6.6439	-4.5522	3.8617	-6.6439	-1.6308	-3.0837	-2.0178	-4.413	-4.3571	-4.4431	-3.125	-4.5031	-6.6439	-2.9833	4.3807	5.0606	5.0183	-0.1091	-1.4587	-2.9016	-3.4411	-6.6439	-6.6439	2.9127	0.0934	-0.1943	-2.7228	-6.6439	-3.6003	-2.3237	-3.2203	2.7432	0.896
MUC4	-4.1833	-5.1567	-5.3041	-5.0688	-0.7907	-6.2603	-6.3234	3.2625	-5.7472	4.4975	3.1462	5.6886	3.6992	-6.2701	-5.5756	-6.0287	-5.7105	-6.6439	-6.2699	2.3515	-0.987	-0.6879	-3.6009	-2.9956	-2.2529	-6.6439	-5.4839	-6.6439	-2.7696	-1.8267	-1.767	-6.4614	-5.1453	-6.0094	-4.5795	-5.8433	1.1253	0.8819
GAST	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.0722	-6.6439	-6.6439	-6.6439	3.0787	6.4011	4.6803	3.2893	-6.6439	-3.2104	-6.6439	-6.6439	-6.6439	-6.6439	-1.7296	-6.6439	-2.4396	1.3276	-2.1565	-2.0894	-6.6439	-6.6439	-6.6439	-3.0314	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
TMPRSS13	-2.2776	-6.6439	-6.6439	-5.6321	3.045	-6.6439	-5.7225	2.4676	-6.6439	-1.6998	-2.718	0.5121	-3.8215	-5.5991	-4.3386	-6.6439	-6.6439	-6.6439	-5.5987	1.0975	0.1334	0.5113	3.3057	2.6357	3.2605	-6.6439	-5.5671	-6.6439	2.4059	-6.6439	-6.6439	-6.6439	-6.6439	-5.6492	-6.6439	-6.6439	-6.6439	-5.5717
PREX1	2.5697	2.7107	3.812	2.9395	0.9849	2.8218	3.1197	-2.6965	3.2064	-4.1969	-4.058	-1.3466	-3.8981	3.2478	2.986	3.6493	3.5848	3.8579	3.1763	-3.6646	-4.9895	-5.9499	4.2531	3.0539	2.8567	1.1869	2.7944	1.8258	-3.418	-3.8716	-1.8922	-5.8927	-4.2545	-5.8786	-4.0278	-3.4026	-4.6585	-4.9078
UTS2	-0.3222	1.602	-0.8979	0.5435	1.0517	1.168	1.6873	0.688	0.4013	-0.497	-0.5022	-0.1289	-2.3362	3.6869	4.5773	3.6157	4.5809	4.5511	3.6237	5.1308	3.785	3.6397	-6.6439	-6.6439	-6.6439	1.1396	0.6374	1.4738	3.0027	-6.6439	-6.6439	1.6326	-6.6439	-0.1016	1.5076	1.7806	-6.6439	-0.6026
HIST2H2BF	-6.6439	-5.7719	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	1.0486	2.2562	3.3055	1.9362	-0.5889	0.0275	-0.052	0.9667	-0.1016	-0.0104	0.5833	2.7181	0.3718	-6.6439	-4.7602	-3.551	-6.6439	-6.6439	-6.6439	-4.393	1.9608	0.21	0.9607	1.152	-2.5124	1.6485	0.9429	0.6864	1.5637
GSTM1	-3.5159	-2.2744	-3.8527	-2.7336	-3.9142	-3.7411	-2.9058	-6.6439	-4.3009	4.6078	5.5974	6.2922	7.0758	-1.8231	-3.2214	-1.9711	3.2284	-3.8224	-3.4123	2.5435	3.6546	3.9314	-3.6291	-3.1048	-6.6439	-1.545	-1.2318	-2.5844	-6.6439	-3.1584	-2.8639	-4.3738	-3.7424	-6.6439	-2.0853	-2.9136	-3.1387	-4.2244
ABCB1	-5.6637	-5.6522	-0.9274	-4.3132	-5.6851	-1.8297	-1.9051	-6.6439	-0.4814	4.9876	5.3569	5.6428	4.5583	-0.4818	-0.5475	-0.6123	-0.1167	-0.4505	0.3803	-6.6439	-6.6439	-6.6439	-4.4551	-4.3997	-4.5184	-0.6319	-0.0989	-1.6883	-4.9485	-5.6258	-5.7537	-6.6439	-3.2167	-2.4959	-6.6439	-6.1173	-6.6439	-6.6439
EPYC	3.0447	2.3715	6.6578	0.7461	-6.6439	0.8527	3.1827	-6.6439	1.9161	-3.4383	-6.6439	-4.8509	-6.6439	-3.745	-3.8389	-6.6439	-4.7034	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.1524	-6.6439	-6.6439	-2.2123	-6.6439	-5.4375	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
SALL2	-0.5612	0.2757	-0.3383	1.6008	-3.7677	0.4649	-2.1395	-4.2929	-1.8352	-6.6439	-6.6439	-4.6119	-6.6439	2.7513	2.7974	3.1874	2.1956	2.5404	2.2067	-5.6954	-5.668	-6.6439	2.0151	2.1897	1.9934	-0.7533	1.8668	-3.3948	-4.5653	-3.2051	-6.1485	-6.6439	-5.6147	-5.6843	-5.6513	-6.6439	-6.6439	-6.6439
C17orf51	0.7433	-0.0698	0.7563	-0.1539	0.1017	1.2258	-0.1993	-0.2019	0.6012	-5.2654	-5.3819	-1.3628	-6.6439	1.4686	1.6226	1.5916	1.6188	2.2911	1.8921	-6.6439	-6.6439	-6.6439	-0.8055	1.1945	-0.5181	2.0177	2.8978	1.4643	-0.72	-6.6439	-6.6439	-6.6439	-6.6439	-5.978	-6.6439	-6.6439	-6.6439	-6.6439
ZNF853	-0.918	-0.3852	-6.6439	1.7975	-0.7351	0.6032	-3.0474	-0.1571	-4.757	-3.858	-6.6439	-5.601	-5.4281	3.5171	3.5192	3.4648	3.1122	3.7716	3.3412	-5.457	-4.5335	-4.9257	-0.3403	1.4396	1.7629	-1.015	-0.9919	-6.6439	-0.1598	-4.7553	-6.6439	-4.3811	-6.6439	-5.4441	-5.4058	-4.9116	-6.6439	-6.6439
TUB	-0.6387	-1.5785	1.3999	-0.863	-3.4598	1.6834	-0.7325	-4.9264	-3.1537	-6.6439	-5.2239	-3.5614	-5.8642	1.9403	1.6557	1.6995	1.5546	1.7981	1.7812	-6.6439	-4.9849	-5.9474	2.1371	3.2156	2.8289	2.7852	1.6088	2.2024	-0.7917	-5.8511	-5.7069	-5.89	-5.8165	-6.6439	-5.3377	-6.6439	-6.6439	-6.6439
SLC22A3	-5.7834	-5.7729	-2.3125	-6.6439	-6.1629	-4.1713	-3.7013	-6.6439	-5.7499	3.1281	3.2652	2.4455	3.1297	-1.9577	-3.3201	-4.3301	-0.2299	-1.0752	-3.9873	-2.3754	0.5812	-4.2187	-5.8397	-5.7213	-6.6439	0.3469	-0.7365	-4.8461	1.8796	2.0971	2.7537	-4.2026	2.0101	-0.333	2.7085	3.3691	4.1169	3.8149
WDR72	0.8545	2.1148	0.8926	1.2229	0.896	1.6732	1.5017	1.5175	1.8465	2.4609	3.0347	3.3102	2.8447	1.5394	1.5301	0.8487	1.8558	1.0472	0.8637	-1.1603	-0.3467	-3.6426	2.5317	2.3923	0.3799	-6.6439	-4.9983	-6.6439	0.3695	-5.9113	-6.6439	-5.9479	-6.6439	-3.6467	-5.4233	-6.6439	-6.6439	-6.6439
SYT8	-3.2282	-6.6439	-2.2706	-3.703	-0.5848	-6.6439	-6.6439	0.1001	-6.6439	1.8589	-2.0396	0.9181	3.9188	-4.4763	-6.6439	-6.6439	-4.619	-6.6439	-6.6439	3.5416	1.1348	5.4135	1.2533	-0.9843	-0.1492	-4.413	-6.6439	-6.6439	4.0361	-3.6812	-0.6941	-6.6439	-3.0858	-6.6439	-2.7695	-5.3453	-1.3607	-4.4353
ITPRIPL1	-6.6439	-5.1262	-6.6439	-4.1208	-6.6439	-0.3829	-6.6439	-5.0526	-6.6439	-6.6439	-6.6439	-2.7713	-6.6439	2.2197	1.8957	2.4712	1.9287	1.7744	2.3013	0.0201	-0.0604	-0.1094	2.3145	1.8329	2.22	-5.0111	-6.6439	-6.6439	-6.6439	-3.5179	-5.7924	-6.6439	-6.6439	-6.6439	-6.6439	-5.7718	-2.5827	-3.7998
SIGLEC15	1.1	2.3121	0.3258	3.2331	-3.8544	3.1123	2.5498	-2.2461	0.999	-1.4171	1.754	-1.7374	-1.3684	4.254	3.8186	1.3577	4.3667	2.0646	1.9044	-0.6275	-4.5889	-2.6464	-4.2703	-4.0543	-6.6439	-1.1629	-2.2058	3.3316	-6.6439	3.6668	5.2407	4.0345	4.4841	5.1703	5.3003	7.0671	4.6859	5.9771
GNG2	2.6105	3.6806	0.7565	3.0318	0.6056	0.7508	2.7761	-1.4742	2.9781	-6.6439	-4.7002	-5.661	-5.4948	5.1206	4.4868	4.8562	3.9073	4.0842	3.463	-4.8994	-5.492	-6.6439	0.4605	-2.7126	-3.448	-0.5573	1.5847	2.2454	-1.3572	3.4058	2.4422	-3.2754	1.5448	-4.1136	3.2516	1.6372	2.8371	2.8846
MARK1	1.5387	2.2265	1.2277	2.3475	1.2764	1.1674	2.0555	1.2319	1.9338	-4.3223	-5.6093	-5.358	-5.7202	1.3009	1.1042	1.5784	0.4778	1.6236	1.3795	-5.7442	-6.6439	-6.6439	1.667	1.6268	1.3307	-1.2567	0.5312	0.363	0.5217	-6.6439	-6.6439	-6.6439	-6.6439	-2.4972	-5.7016	-6.6439	-6.6439	-5.0812
TFF1	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-1.2533	-6.6439	5.586	3.8254	3.5138	-0.1916	-3.1712	-6.6439	-6.6439	-6.6439	-1.7257	-6.6439	-6.6439	-6.6439	-3.4224	-1.9112	-6.6439	-3.0897	-3.0974	-6.6439	-6.6439	1.1437	0.0592	0.548	-6.6439	-6.6439	-6.6439	-1.96	-1.0757	-1.6931	1.7495
TUBB4A	-6.6439	-1.3317	-5.0372	-1.3809	-4.3535	-3.3289	-2.6786	-4.9648	-3.7696	-6.6439	-6.6439	-3.1905	-4.2826	3.0513	3.2154	4.6058	3.0662	2.9377	3.2775	-6.6439	-6.6439	-6.6439	4.178	3.6073	1.5812	-1.4045	0.4063	-2.7168	-4.9179	-3.7676	-3.6368	-6.6439	-4.9499	-3.8186	-2.036	-4.1735	-4.9903	-4.9417
WWC3	3.543	3.9582	3.3599	3.9978	3.1948	1.7315	3.5538	3.4875	2.3483	2.7661	3.7074	3.9869	3.8122	3.1638	2.5893	3.0311	2.1646	2.5995	2.0238	-3.6301	-3.8601	-4.8204	4.0459	3.5191	3.8594	2.7799	4.1918	3.3249	2.6105	-3.1218	-4.3066	-5.8766	-5.2741	-5.8623	-4.1793	-5.0152	-3.1995	-3.0373
GPR87	0.8169	-1.0882	-3.2878	-3.7846	5.4623	-3.1703	0.8902	5.622	-0.7809	-3.9312	-6.6439	-4.06	-3.7898	-3.2088	-2.6288	-6.6439	-6.6439	-3.7735	-4.5484	4.512	3.7227	3.9178	0.139	-2.0465	-3.6508	-6.6439	-4.5017	-4.6235	4.5727	2.4259	-1.2044	-3.8436	0.701	0.4045	1.4236	1.8147	2.1959	2.0648
LYPD2	-6.6439	-6.6439	-6.6439	-6.6439	-3.4214	-6.6439	-6.6439	-3.2609	-6.6439	3.4791	0.0647	4.1165	-0.1582	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-1.3405	-6.6439	-6.6439	4.4959	1.9895	1.7765	-3.205	-6.6439	-6.6439	-6.6439	-6.6439	-2.0825	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-0.4242	-6.6439
SRPX	5.6116	5.446	5.7649	5.6074	3.6677	5.7742	5.4203	2.2985	5.64	-2.8056	-1.3663	-0.6711	-1.9508	7.3932	7.4807	6.2031	6.3261	7.5372	6.8471	-2.49	-4.0611	0.2297	-1.9853	-2.8128	-2.3914	4.9607	4.5285	5.609	3.8063	5.9214	6.1681	5.5942	5.2792	4.9538	6.643	6.9992	5.9634	6.1594
TUSC1	2.7651	1.4774	1.6265	-0.4324	-1.6607	1.3554	-0.0883	-0.5502	1.9704	1.0123	-0.2159	-0.4203	-1.3468	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	1.388	1.7298	1.242	0.9484	0.0419	1.0903	0.8116	2.1091	1.7708	-4.9944	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.3403	-6.6439	-6.6439	-2.0616
TAF4B	1.74	1.2828	1.7387	2.2047	1.2619	1.3994	2.3336	1.2145	1.9599	-5.7271	-3.874	-1.534	-5.0629	1.5601	1.7997	0.8822	0.751	1.6681	1.6211	2.2342	1.5646	1.8655	1.978	2.5325	2.3187	2.1507	2.4493	2.3029	0.6565	-6.6439	-6.1344	-5.6778	-5.5901	-6.6439	-6.6439	-6.6439	-5.6204	-6.6439
POF1B	-5.5315	-6.6439	-5.5163	-0.5228	-6.6439	-6.6439	-6.6439	-2.8617	-6.6439	4.4573	3.7188	3.6314	3.8304	-4.3879	-3.8708	-6.6439	-2.8083	-4.8662	-4.3873	0.4836	2.3172	0.3517	-3.9852	-1.8475	-2.2004	-6.6439	-5.4337	-6.6439	2.0361	-6.6439	-6.6439	-6.6439	-5.4454	-5.5226	-5.4859	-6.6439	-5.4783	-6.6439
MIR4787	-6.6439	-6.6439	-6.6439	-0.7967	-6.6439	1.8741	-6.6439	-6.6439	-6.6439	-6.6439	-0.581	-6.6439	-6.6439	0.255	0.4661	0.1026	0.8718	3.4018	1.5704	2.8234	-0.221	1.9679	-0.9727	-6.6439	1.6586	0.3352	-1.6497	-6.6439	1.7934	-1.7476	-1.0317	-1.8381	-6.6439	-6.6439	-1.7399	-2.9034	-6.6439	-6.6439
PTGER2	3.6625	3.6343	3.5432	4.2976	2.0182	0.7686	4.1251	0.3334	5.2247	-5.2094	-6.6439	-2.9161	-6.6439	-2.3921	-2.6551	-5.157	-2.1745	-1.935	-2.1157	-6.6439	-5.0997	-6.6439	-5.2144	-6.6439	-6.6439	1.0918	2.1996	1.5616	0.3771	0.6871	-2.287	-5.1438	-2.9019	-1.0644	0.4054	0.0697	-2.5696	-1.3032
TNNT1	-4.217	-3.3369	-2.1004	-6.6439	2.7114	-3.5863	-2.2557	0.0275	-6.6439	0.0236	1.1378	2.9111	-1.4296	4.0183	4.9899	5.8145	4.2444	6.0121	5.0261	3.9646	2.4694	2.7887	6.1776	5.9961	6.1253	3.7685	2.6197	6.8299	6.5323	2.4473	2.9085	4.7097	3.0367	5.5965	2.1355	3.322	1.8729	1.1204
SELENBP1	1.6025	2.0007	2.622	1.3949	-4.0069	-6.6439	2.0876	-1.578	0.8429	1.5449	2.7497	4.8189	1.9254	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-2.5502	0.1687	1.6143	2.2284	1.6099	2.6422	1.8671	2.8457	-4.7473	-4.6097	1.5721	1.3558	-1.7259	1.6246	-6.6439	0.0517	-1.1178	0.6188	-1.0183
PAPPA	1.4828	1.1724	1.1205	1.3123	1.1352	0.9503	2.6536	0.7196	2.5302	-6.6439	-4.1745	-3.936	-5.4459	2.8745	2.9934	3.9099	2.6046	4.8628	3.191	-5.4746	-6.1249	-5.5595	-5.3047	-6.0988	-2.7161	1.7978	2.9283	0.3391	-1.0399	-3.1383	-3.5373	-6.1451	-3.8244	-6.1349	-3.1593	-4.7386	-4.5971	-2.6406
SOX17	-4.3499	-6.6439	-6.6439	-6.6439	-5.1109	-6.6439	-5.1696	-6.6439	-6.6439	4.1757	5.1336	4.8892	5.7066	-1.2077	-0.4432	-6.6439	0.2625	0.4615	0.6366	-6.6439	-6.6439	-6.6439	-4.4513	-4.9917	-4.1845	-3.697	-1.1476	-6.6439	-3.6918	-2.9056	-4.4981	-5.0939	-0.7967	-5.0711	-4.2828	-4.4625	-2.6786	-4.2144
REEP1	-3.1139	-4.4504	-3.8411	-1.4653	-5.5481	-3.1248	-1.3034	-4.3625	-1.8613	0.5194	0.1074	0.9521	0.7318	1.7443	1.5129	1.9625	0.013	0.1381	2.2991	-4.9064	-5.4975	-3.8871	5.819	5.653	5.1085	-5.9025	-4.7757	-6.6439	-3.2594	-6.6439	-4.8074	-6.6439	-6.6439	-6.6439	-4.2247	-5.4252	-5.4712	-2.9596
MIR3685	-6.6439	-6.6439	-6.6439	-1.3467	-6.6439	-6.6439	-6.6439	1.0292	-0.3427	1.7709	0.4311	2.6157	-0.371	-6.6439	-6.6439	-1.4333	0.8248	-1.3341	-1.2827	0.8888	1.62	0.9945	1.6115	3.2865	1.9439	-6.6439	-0.2404	-6.6439	-6.6439	-1.3222	-6.6439	0.8773	1.5342	-1.3799	-1.3145	-6.6439	-6.6439	1.0624
LOC100127983	3.5706	3.8005	3.3762	3.6986	1.8146	3.9305	3.8497	0.0543	4.2815	-1.432	-1.6207	-1.9312	1.3626	-6.6439	-6.6439	-4.2536	-3.4272	-6.6439	-2.721	-6.6439	-2.783	-6.6439	-0.2398	1.6952	0.5017	-4.8381	-4.077	-4.2084	0.0533	2.838	1.8299	2.7351	2.3934	1.7763	2.8915	2.7006	1.5928	2.1346
DSCR8	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	0.568	2.5691	2.9834	-1.2912	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	4.3654	3.6571	3.6886	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
STEAP4	-4.0549	-5.6297	-6.6439	-6.6439	0.4773	-6.6439	-5.7072	2.9427	-5.6041	3.2766	4.2515	4.6498	3.4992	-6.6439	-5.6382	-6.6439	-6.6439	-6.6439	-5.582	-1.3234	-1.1641	1.0812	-2.2384	-2.8142	-5.5352	-6.6439	-4.9351	-4.6271	0.9417	-5.6029	-1.269	-5.6503	-3.9233	-5.0445	-3.7602	-6.6439	1.196	-1.8927
NMUR2	-6.6439	-6.6439	-6.6439	-6.6439	-4.9857	-6.6439	-6.6439	-6.6439	-6.6439	3.8935	4.0296	4.6171	4.5865	0.4291	1.2215	-3.0804	-2.868	-2.5345	-1.9947	-6.6439	-6.6439	-6.6439	-4.303	-6.6439	-4.8113	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.9442	-6.6439	-6.6439	-3.62	-6.6439
ODAM	-3.6218	-6.6439	-6.6439	-4.4145	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	5.6876	3.4684	3.938	1.217	-2.9913	-4.4493	-6.6439	-6.6439	-6.6439	-4.3627	-3.3415	-6.6439	-6.6439	3.5985	-0.3364	0.2134	-4.2987	-6.6439	-6.6439	-3.4428	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
MIR3189	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-0.7661	2.6022	3.5489	1.1883	-6.6439	-6.6439	0.6229	1.2651	-6.6439	-0.5329	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	2.7763	1.5119	-0.6303	-6.6439	-6.6439	-1.8076	-6.6439	0.0848	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
SARDH	1.0604	1.8287	1.0931	2.0374	-2.6134	1.7431	0.5368	-3.881	0.8855	-4.0958	-5.2714	-4.3764	-5.4054	-5.3643	-6.6439	-5.4527	-4.8326	-4.2843	-6.6439	-4.7862	-6.6439	-6.6439	-2.5846	-3.8811	-2.3788	2.5232	3.1253	1.8842	1.9689	3.3503	3.3181	0.6526	2.3953	0.6928	2.5323	3.0044	3.3238	2.4642
